user_id,items_count,steam_id
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
76561197970982479,277,76561197970982479
